MR	M* R*	0	0
MU	M* Y* UW	0	0
MY	M* AY	0	0
NA	N* AH	0	0
NE	N* IY	0	0
NI	N* AY	0	0
NO	N* OW	0	0
NU	N* UW	0	0
OD	AA D*	0	0
OE	OW	0	0
OF	AH V*	0	0
OH	OW	0	0
OK	AA K*	0	0
OM	AA M*	0	0
ON	AA N*	0	0
OR	AO R*	0	0
OS	AA Z*	0	0
OW	OW	0	0
OX	AA K* S*	0	0
PA	P* AH	0	0
PI	P* AY	0	0
PO	P* OW	0	0
PU	P* Y* UW	0	0
RA	R* AH	0	0
RE	R* IY	0	0
RO	R* OW	0	0
SA	S* AH	0	0
SE	S* IY	0	0
SH	SH	0	0
SI	S* AY	0	0
SO	S* OW	0	0
ST	S* T*	0	0
TA	T* AH	0	0
TD	T* D*	0	0
TE	T* IY	0	0
TH	TH	0	0
TI	T* AY	0	0
TU	T* UW	0	0
UD	AH D*	0	0
UM	AH M*	0	0
UN	AH N*	0	0
UP	AH P*	0	0
UR	ER	0	0
US	AH S*	0	0
UT	AH T*	0	0
VU	V* Y* UW	0	0
WA	W* AH	0	0
WE	W* IY	0	0
WI	W* AY	0	0
WO	W* OW	0	0
WU	W* Y* UW	0	0
WY	W* AY	0	0
XI	Z* AY	0	0
YA	Y* AH	0	0
YE	Y*	0	0
YM	Y* M*	0	0
YN	Y* N*	0	0
YO	Y* OW	0	0
YR	Y* R*	0	0
ZA	Z* AH	0	0
ZO	Z* OW	0	0
AAL	AE L*	0	0
AAM	AE AE M*	0	0
ABA	AE B* AH	0	0
ABB	AE B* B*	0	0
ABE	EY B*	0	0
ABO	AE B* OW	0	0
ABU	AE B* Y* UW	0	0
ABY	EY B* IY	0	0
ACE	EY S*	0	0
ACH	AE CH	0	0
ACT	AE K* T*	0	0
ADA	AE D* AH	0	0
ADD	AE D* D*	0	0
ADE	EY D*	0	0
ADO	AE D* OW	0	0
ADY	EY D* IY	0	0
ADZ	AE D* Z*	0	0
AER	AE ER	0	0
AES	AE Z*	0	0
AFT	AE F* T*	0	0
AHA	AE /H AH	0	0
AHO	AE /H OW	0	0
AHT	AE T*	0	0
AHU	AE /H Y* UW	0	0
AID	EY D*	0	0
AIL	EY L*	0	0
AIM	EY M*	0	0
AIR	EH R*	0	0
AIT	EY T*	0	0
AIX	EY K* S*	0	0
AKA	AE K* AH	0	0
AKE	EY K*	0	0
AKO	AE K* OW	0	0
AKU	AE K* Y* UW	0	0
ALA	L* AH	0	0
ALB	AO L* B*	0	0
ALE	L*	0	0
ALF	AO L* F*	0	0
ALK	AO K*	0	0
ALL	AO L*	0	0
ALN	AO L* N*	0	0
ALO	L* OW	0	0
ALP	AO L* P*	0	0
ALT	AO L* T*	0	0
ALY	L* IY	0	0
AMA	AE M* AH	0	0
AME	EY M*	0	0
AMI	EY M* AY	0	0
AMP	AE M* P*	0	0
AMT	AE M* T*	0	0
AMY	EY M* IY	0	0
ANA	AE N* AH	0	0
AND	AE N* D*	0	0
ANI	EY N* AY	0	0
ANN	AE N*	0	0
ANT	AE N* T*	0	0
ANY	EH N* IY	0	0
APA	AE P* AH	0	0
APE	EY P*	0	0
APT	AE P* T*	0	0
ARA	EH R* AH	0	0
ARC	AA R* K*	0	0
ARE	AA R*	0	0
ARK	AA R* K*	0	0
ARM	AA R* M*	0	0
ARN	AA R* N*	0	0
ARO	AX R* OW	0	0
ART	AA R* T*	0	0
ARU	EH R* UW	0	0
ARX	AA R* K* S*	0	0
ARY	EH R* IY	0	0
ASA	AE Z* AH	0	0
ASE	EY Z*	0	0
ASH	AE SH	0	0
ASK	AE S* K*	0	0
ASP	AE S* P*	0	0
ASS	AE S*	0	0
AST	AE S* T*	0	0
ATA	AH T* AH	0	0
ATE	EY T*	0	0
ATI	EY T* AY	0	0
AUH	AO	0	0
AUK	AO K*	0	0
AUM	AO M*	0	0
AUS	AO S*	0	0
AVA	AE V* AH	0	0
AVE	EY V*	0	0
AVO	EY V* OW	0	0
AWA	AX W* AH	0	0
AWD	AO D*	0	0
AWE	AO	0	0
AWL	AO L*	0	0
AWN	AO N*	0	0
AXE	EY K* S*	0	0
AYE	EY	0	0
AYU	EY Y* UW	0	0
AZO	AE Z* OW	0	0
BAA	B* AE AH	0	0
BAB	B* AE B*	0	0
BAC	B* AE K*	0	0
BAD	B* AE D*	0	0
BAE	B* AE	0	0
BAH	B* AE	0	0
BAL	B* AE L*	0	0
BAM	B* AE M*	0	0
BAN	B* AE N*	0	0
BAP	B* AE P*	0	0
BAR	B* AA R*	0	0
BAS	B* AE Z*	0	0
BAT	B* AE T*	0	0
BAW	B* AO	0	0
BAY	B* EY	0	0
BEA	B* IY	0	0
BED	B* EH D*	0	0
BEE	B* IY	0	0
BEL	B* EH L*	0	0
BEN	B* EH N*	0	0
BER	B* ER	0	0
BES	B* EH Z*	0	0
BET	B* EH T*	0	0
BEY	B* IY	0	0
BIB	B* IH B*	0	0
BID	B* IH D*	0	0
BIM	B* IH M*	0	0
BIN	B* IH N*	0	0
BIS	B* IH Z*	0	0
BIT	B* IH T*	0	0
BIZ	B* IH Z*	0	0
BLO	B* L* OW	0	0
BOA	B* OW	0	0
BOB	B* AA B*	0	0
BOD	B* AA D*	0	0
BOM	B* AA M*	0	0
BON	B* AH N*	0	0
BOO	B* UW	0	0
BOP	B* AA P*	0	0
BOR	B* AO R*	0	0
BOS	B* AA Z*	0	0
BOT	B* AA T*	0	0
BOW	B* OW	0	0
BRA	B* R* AH	0	0
BUB	B* AH B*	0	0
BUD	B* AH D*	0	0
BUM	B* AH M*	0	0
BUN	B* AH N*	0	0
BUR	B* ER	0	0
BUS	B* AH S*	0	0
BUT	B* AH T*	0	0
BUY	B* AY	0	0
BYE	B* AY	0	0
CAB	K* AE B*	0	0
CAD	K* AE D*	0	0
CAL	K* AE L*	0	0
CAM	K* AE M*	0	0
CAN	K* AE N*	0	0
CAP	K* AE P*	0	0
CAR	K* AA R*	0	0
CAT	K* AE T*	0	0
CAW	K* AO	0	0
CAY	K* EY	0	0
CEE	S* IY	0	0
CEL	S* EH L*	0	0
CEP	S* EH P*	0	0
CHA	CH AH	0	0
CHE	CH IY	0	0
CHI	CH AY	0	0
CHO	CH OW	0	0
CID	S* IH D*	0	0
CIT	S* IH T*	0	0
CLY	K* L* AY	0	0
COB	K* AA B*	0	0
COD	K* AA D*	0	0
COE	K* OW	0	0
COL	K* AA L*	0	0
CON	K* AA N*	0	0
COO	K* UW	0	0
COP	K* AA P*	0	0
COR	K* AO R*	0	0
COS	K* AA Z*	0	0
COT	K* AA T*	0	0
COW	K* OW	0	0
COX	K* AA K* S*	0	0
COZ	K* AA Z*	0	0
CRO	K* R* OW	0	0
CRY	K* R* AY	0	0
CUB	K* AH B*	0	0
CUD	K* AH D*	0	0
CUE	K* Y* UW	0	0
CUM	K* AH M*	0	0
CUP	K* AH P*	0	0
CUR	K* ER	0	0
CUT	K* AH T*	0	0
CWM	K* W* M*	0	0
CYP	S* IH P*	0	0
DAB	D* AE B*	0	0
DAD	D* AE D*	0	0
DAE	D* AE	0	0
DAH	D* AE	0	0
DAK	D* AE K*	0	0
DAL	D* AE L*	0	0
DAM	D* AE M*	0	0
DAN	D* AE N*	0	0
DAO	D* AE OW	0	0
DAP	D* AE P*	0	0
DAR	D* AA R*	0	0
DAS	D* AE Z*	0	0
DAW	D* AO	0	0
DAY	D* EY	0	0
DEB	D* EH B*	0	0
DEE	D* IY	0	0
DEL	D* EH L*	0	0
DEN	D* EH N*	0	0
DEV	D* EH V*	0	0
DEW	D* UW	0	0
DEY	D* IY	0	0
DHA	D* /H AH	0	0
DHU	D* /H Y* UW	0	0
DIB	D* IH B*	0	0
DID	D* IH D*	0	0
DIE	D* AY	0	0
DIM	D* IH M*	0	0
DIN	D* IH N*	0	0
DIP	D* IH P*	0	0
DIS	D* IH Z*	0	0
DIT	D* IH T*	0	0
DIV	D* IH V*	0	0
DOB	D* AA B*	0	0
DOC	D* AA K*	0	0
DOD	D* AA D*	0	0
DOE	D* OW	0	0
DOL	D* AA L*	0	0
DOM	D* AA M*	0	0
DON	D* AH N*	0	0
DOP	D* AA P*	0	0
DOR	D* AO R*	0	0
DOS	D* AA Z*	0	0
DOT	D* AA T*	0	0
DOW	D* AW	0	0
DRY	D* R* AY	0	0
DUB	D* AH B*	0	0
DUD	D* AH D*	0	0
DUE	D* UW	0	0
DUM	D* AH M*	0	0
DUN	D* AH N*	0	0
DUO	D* UW OW	0	0
DUP	D* AH P*	0	0
DUX	D* AH K* S*	0	0
DYE	D* AY	0	0
EAN	IY N*	0	0
EAR	IY R*	0	0
EAT	IY T*	0	0
EBB	EH B* B*	0	0
EDH	EH D*	0	0
EDO	EH D* OW	0	0
EEL	IY L*	0	0
EER	IY R*	0	0
EFT	EH F* T*	0	0
EKE	IY K*	0	0
ELB	EH L* B*	0	0
ELD	EH L* D*	0	0
ELF	EH L* F*	0	0
ELI	EH L* AY	0	0
ELK	EH L* K*	0	0
ELL	EH L*	0	0
ELM	EH L* M*	0	0
ELS	EH L* Z*	0	0
ELT	EH L* T*	0	0
EME	IY M*	0	0
EMM	EH M*	0	0
EMU	EH M* Y* UW	0	0
END	EH N* D*	0	0
ENS	EH N* Z*	0	0
EON	IY N*	0	0
ERA	EH R* AH	0	0
ERD	ER D*	0	0
ERE	IY R*	0	0
ERR	ER R*	0	0
ERS	ER Z*	0	0
ESS	EH S*	0	0
ETA	EH T* AH	0	0
EVA	EH V* AH	0	0
EVE	IY V*	0	0
EWE	IY W*	0	0
EYE	AY	0	0
EYN	IY N*	0	0
FAD	F* AE D*	0	0
FAE	F* AE	0	0
FAM	F* AE M*	0	0
FAN	F* AE N*	0	0
FAR	F* AA R*	0	0
FAT	F* AE T*	0	0
FAY	F* EY	0	0
FED	F* EH D*	0	0
FEE	F* IY	0	0
FEI	F* IY	0	0
FEN	F* EH N*	0	0
FET	F* EH T*	0	0
FEU	F* Y* UW	0	0
FEW	F* Y* UW	0	0
FEY	F* IY	0	0
FEZ	F* EH Z*	0	0
FIB	F* IH B*	0	0
FID	F* IH D*	0	0
FIE	F* AY	0	0
FIN	F* IH N*	0	0
FIP	F* IH P*	0	0
FIR	F* ER	0	0
FIT	F* IH T*	0	0
FIX	F* IH K* S*	0	0
FLO	F* L* OW	0	0
FLU	F* L* UW	0	0
FLY	F* L* AY	0	0
FOB	F* AA B*	0	0
FOD	F* AA D*	0	0
FOE	F* OW	0	0
FON	F* AH N*	0	0
FOO	F* UW	0	0
FOP	F* AA P*	0	0
FOR	F* AO R*	0	0
FOT	F* AA T*	0	0
FOU	F* AW	0	0
FOW	F* OW	0	0
FOX	F* AA K* S*	0	0
FRA	F* R* AH	0	0
FRO	F* R* OW	0	0
FRY	F* R* AY	0	0
FUB	F* AH B*	0	0
FUD	F* AH D*	0	0
FUM	F* AH M*	0	0
FUN	F* AH N*	0	0
FUR	F* ER	0	0
FUT	F* AH T*	0	0
GNU	N* UW	0	0
HAD	/H AE D*	0	0
HAH	/H AE	0	0
HAK	/H AE K*	0	0
HAL	/H AE L*	0	0
HAM	/H AE M*	0	0
HAN	/H AE N*	0	0
HAO	/H AE OW	0	0
HAP	/H AE P*	0	0
HAT	/H AE T*	0	0
HAU	/H AO	0	0
HAW	/H AO	0	0
HAY	/H EY	0	0
HEI	/H IY	0	0
HEM	/H EH M*	0	0
HEN	/H EH N*	0	0
HEP	/H EH P*	0	0
HER	/H ER	0	0
HET	/H EH T*	0	0
HEW	/H Y* UW	0	0
HEX	/H EH K* S*	0	0
HEY	/H IY	0	0
HIA	/H IH AH	0	0
HIC	/H IH K*	0	0
HID	/H IH D*	0	0
HIE	/H AY	0	0
HIM	/H IH M*	0	0
HIN	/H IH N*	0	0
HIP	/H IH P*	0	0
HIS	/H IH Z*	0	0
HIT	/H IH T*	0	0
HOB	/H AA B*	0	0
HOD	/H AA D*	0	0
HOE	/H OW	0	0
HON	/H AH N*	0	0
HOP	/H AA P*	0	0
HOT	/H AA T*	0	0
HOW	/H AW	0	0
HOX	/H AA K* S*	0	0
HSI	S* AY	0	0
HUB	/H AH B*	0	0
HUD	/H AH D*	0	0
HUE	/H Y* UW	0	0
HUH	/H AH	0	0
HUI	/H Y* UW AY	0	0
HUK	/H AH K*	0	0
HUM	/H AH M*	0	0
HUN	/H AH N*	0	0
HUP	/H AH P*	0	0
HUT	/H AH T*	0	0
HWA	W* AH	0	0
HYP	/H IH P*	0	0
IAN	IH AE N*	0	0
IAO	IH AE OW	0	0
IBA	IH B* AH	0	0
IBO	IH B* OW	0	0
ICE	AY S*	0	0
ICH	IH CH	0	0
ICY	AY S* IY	0	0
IDA	IH D* AH	0	0
IDE	AY D*	0	0
IDO	IH D* OW	0	0
IFE	AY F*	0	0
IHI	AY /H AY	0	0
IKE	AY K*	0	0
ILA	IH L* AH	0	0
ILK	IH L* K*	0	0
ILL	IH L*	0	0
IMA	IH M* AH	0	0
IMI	AY M* AY	0	0
IMP	IH M* P*	0	0
IMU	IH M* Y* UW	0	0
IND	IH N* D*	0	0
INK	IH N* K*	0	0
INN	IH N*	0	0
INO	IH N* OW	0	0
ION	IH N*	0	0
IRA	AY R* AH	0	0
IRE	AY R*	0	0
IRK	ER K*	0	0
ISM	IH Z* M*	0	0
ISO	IH Z* OW	0	0
IST	IH S* T*	0	0
ITA	IH T* AH	0	0
ITS	IH T* S*	0	0
IVA	IH V* AH	0	0
IVY	AY V* IY	0	0
IWA	IH W* AH	0	0
IYO	IH IH OW	0	0
KAF	K* AE F*	0	0
KAI	K* EY	0	0
KAN	K* AE N*	0	0
KAT	K* AE T*	0	0
KAW	K* AO	0	0
KAY	K* EY	0	0
KEA	K* IY	0	0
KEB	K* EH B*	0	0
KED	K* EH D*	0	0
KEE	K* IY	0	0
KEF	K* EH F*	0	0
KEN	K* EH N*	0	0
KEP	K* EH P*	0	0
KER	K* ER	0	0
KET	K* EH T*	0	0
KEX	K* EH K* S*	0	0
KEY	K* IY	0	0
KHA	K* /H AH	0	0
KHU	K* /H Y* UW	0	0
KID	K* IH D*	0	0
KIL	K* IH L*	0	0
KIM	K* IH M*	0	0
KIN	K* IH N*	0	0
KIP	K* IH P*	0	0
KIT	K* IH T*	0	0
KOA	K* OW	0	0
KOB	K* AA B*	0	0
KOL	K* AA L*	0	0
KON	K* AH N*	0	0
KOP	K* AA P*	0	0
KOR	K* AO R*	0	0
KOS	K* AA Z*	0	0
KOU	K* AW	0	0
KRA	K* R* AH	0	0
KRU	K* R* UW	0	0
KUA	K* Y* UW AH	0	0
KUI	K* Y* UW AY	0	0
KYL	K* IH L*	0	0
KYU	K* AY Y* UW	0	0
LAB	L* AE B*	0	0
LAC	L* AE K*	0	0
LAD	L* AE D*	0	0
LAI	L* EY	0	0
LAK	L* AE K*	0	0
LAM	L* AE M*	0	0
LAN	L* AE N*	0	0
LAO	L* AE OW	0	0
LAP	L* AE P*	0	0
LAR	L* AA R*	0	0
LAS	L* AE Z*	0	0
LAT	L* AE T*	0	0
LAW	L* AO	0	0
LAX	L* AE K* S*	0	0
LAY	L* EY	0	0
LAZ	L* AE Z*	0	0
LEA	L* IY	0	0
LED	L* EH D*	0	0
LEE	L* IY	0	0
LEI	L* IY	0	0
LEK	L* EH K*	0	0
LEN	L* EH N*	0	0
LEO	L* IY OW	0	0
LER	L* ER	0	0
LES	L* EH Z*	0	0
LET	L* EH T*	0	0
LEU	L* Y* UW	0	0
LEV	L* EH V*	0	0
LEW	L* UW	0	0
LEX	L* EH K* S*	0	0
LEY	L* IY	0	0
LID	L* IH D*	0	0
LIE	L* AY	0	0
LIF	L* IH F*	0	0
LIM	L* IH M*	0	0
LIN	L* IH N*	0	0
LIP	L* IH P*	0	0
LIS	L* IH Z*	0	0
LIT	L* IH T*	0	0
LIV	L* IH V*	0	0
LIZ	L* IH Z*	0	0
LOA	L* OW	0	0
LOB	L* AA B*	0	0
LOD	L* AA D*	0	0
LOF	L* AH V*	0	0
LOO	L* UW	0	0
LOP	L* AA P*	0	0
LOT	L* AA T*	0	0
LOU	L* AW	0	0
LOW	L* OW	0	0
LOX	L* AA K* S*	0	0
LUC	L* AH K*	0	0
LUE	L* UW	0	0
LUI	L* UW AY	0	0
LUM	L* AH M*	0	0
LUO	L* UW OW	0	0
LUR	L* ER	0	0
LUT	L* AH T*	0	0
LUX	L* AH K* S*	0	0
LWO	L* W* OW	0	0
LYE	L* AY	0	0
LYS	L* IH Z*	0	0
MAB	M* AE B*	0	0
MAC	M* AE K*	0	0
MAD	M* AE D*	0	0
MAE	M* AE	0	0
MAH	M* AE	0	0
MAL	M* AE L*	0	0
MAM	M* AE M*	0	0
MAN	M* AE N*	0	0
MAO	M* AE OW	0	0
MAP	M* AE P*	0	0
MAR	M* AA R*	0	0
MAS	M* AE Z*	0	0
MAT	M* AE T*	0	0
MAU	M* AO	0	0
MAW	M* AO	0	0
MAX	M* AE K* S*	0	0
MAY	M* EY	0	0
MEL	M* EH L*	0	0
MEM	M* EH M*	0	0
MEN	M* EH N*	0	0
MEO	M* IY OW	0	0
MER	M* ER	0	0
MES	M* EH Z*	0	0
MET	M* EH T*	0	0
MEV	M* EH V*	0	0
MEW	M* Y* UW	0	0
MHO	M* /H OW	0	0
MIB	M* IH B*	0	0
MID	M* IH D*	0	0
MIL	M* IH L*	0	0
MIM	M* IH M*	0	0
MIN	M* IH N*	0	0
MIR	M* ER	0	0
MIX	M* IH K* S*	0	0
MOB	M* AA B*	0	0
MOD	M* AA D*	0	0
MOE	M* OW	0	0
MON	M* AH N*	0	0
MOO	M* UW	0	0
MOP	M* AA P*	0	0
MOR	M* AO R*	0	0
MOT	M* AA T*	0	0
MOU	M* AW	0	0
MOW	M* OW	0	0
MRS	M* R* Z*	0	0
MRU	M* R* UW	0	0
MUD	M* AH D*	0	0
MUM	M* AH M*	0	0
MUN	M* AH N*	0	0
MUS	M* AH S*	0	0
MUX	M* AH K* S*	0	0
MWA	M* W* AH	0	0
MYA	M* AY AH	0	0
NAA	N* AE AH	0	0
NAB	N* AE B*	0	0
NAE	N* AE	0	0
NAK	N* AE K*	0	0
NAM	N* AE M*	0	0
NAN	N* AE N*	0	0
NAP	N* AE P*	0	0
NAR	N* AA R*	0	0
NAT	N* AE T*	0	0
NAW	N* AO	0	0
NAY	N* EY	0	0
NEA	N* IY	0	0
NEB	N* EH B*	0	0
NED	N* EH D*	0	0
NEE	N* IY	0	0
NEF	N* EH F*	0	0
NEI	N* IY	0	0
NEO	N* IY OW	0	0
NEP	N* EH P*	0	0
NET	N* EH T*	0	0
NEW	N* UW	0	0
NIB	N* IH B*	0	0
NID	N* IH D*	0	0
NIL	N* IH L*	0	0
NIM	N* IH M*	0	0
NIP	N* IH P*	0	0
NIT	N* IH T*	0	0
NIX	N* IH K* S*	0	0
NOA	N* OW	0	0
NOB	N* AA B*	0	0
NOD	N* AA D*	0	0
NON	N* AH N*	0	0
NOR	N* AO R*	0	0
NOT	N* AA T*	0	0
NOU	N* AW	0	0
NOW	N* AW	0	0
NTH	N* TH	0	0
NUB	N* AH B*	0	0
NUL	N* AH L*	0	0
NUN	N* AH N*	0	0
NUT	N* AH T*	0	0
NYE	N* AY	0	0
OAF	OW F*	0	0
OAK	OW K*	0	0
OAM	OW M*	0	0
OAR	OW R*	0	0
OAT	OW T*	0	0
OBE	OW B*	0	0
OBI	AA B* AY	0	0
OCH	AA CH	0	0
OCK	AA K*	0	0
ODA	AA D* AH	0	0
ODD	AA D* D*	0	0
ODE	OW D*	0	0
ODS	AA D* Z*	0	0
ODZ	AA D* Z*	0	0
OER	OW ER	0	0
OES	OW Z*	0	0
OFF	AO F* F*	0	0
OFO	AA F* OW	0	0
OFT	AO F* T*	0	0
OHM	AA M*	0	0
OHO	AA /H OW	0	0
OKA	AA K* AH	0	0
OKI	AA K* AY	0	0
OLD	OW L* D*	0	0
OLE	OW L*	0	0
OLM	AA L* M*	0	0
ONA	AA N* AH	0	0
ONS	AA N* Z*	0	0
OPE	OW P*	0	0
OPT	AA P* T*	0	0
ORA	AO R* AH	0	0
ORB	AO R* B*	0	0
ORC	AO R* K*	0	0
ORE	AO R*	0	0
ORF	AO R* F*	0	0
ORT	AO R* T*	0	0
ORY	AO R* IY	0	0
OSC	AA S* K*	0	0
OSE	OW Z*	0	0
OUF	AW F*	0	0
OUR	AW R*	0	0
OUT	AW T*	0	0
OVA	AH V* AH	0	0
OWD	OW D*	0	0
OWE	OW	0	0
OWK	OW K*	0	0
OWL	OW L*	0	0
OWN	OW N*	0	0
OXY	AA K* S* IY	0	0
PAC	P* AE K*	0	0
PAD	P* AE D*	0	0
PAH	P* AE	0	0
PAL	P* AE L*	0	0
PAM	P* AE M*	0	0
PAN	P* AE N*	0	0
PAP	P* AE P*	0	0
PAR	P* AA R*	0	0
PAT	P* AE T*	0	0
PAU	P* AO	0	0
PAW	P* AO	0	0
PAX	P* AE K* S*	0	0
PAY	P* EY	0	0
PEA	P* IY	0	0
PED	P* EH D*	0	0
PEE	P* IY	0	0
PEN	P* EH N*	0	0
PEP	P* EH P*	0	0
PER	P* ER	0	0
PES	P* EH Z*	0	0
PET	P* EH T*	0	0
PEW	P* Y* UW	0	0
PHI	F* AY	0	0
PHO	F* OW	0	0
